tool_id,tool_name,tutorial_title,url_before,status_reason,url_after
c3babc0b-5fa3-4a5e-9d39-bfd75e29ed23,Jasper,Jasper Tutorial,https://www.youtube.com/watch?v=K8K5zS8O9iE,api_not_available,https://www.youtube.com/watch?v=K8K5zS8O9iE
d8718b87-56d6-418d-b1fc-c19923fed5a5,Notion AI,Notion AI Tutorial,https://www.youtube.com/watch?v=6Lx4A5y1o-k,api_not_available,https://www.youtube.com/watch?v=6Lx4A5y1o-k
e08be8ae-aa9c-4058-ac7e-78cbbb38be34,Seventh Sense,Seventh Sense Tutorial,https://www.youtube.com/watch?v=E9v7bJ6cJ3E,api_not_available,https://www.youtube.com/watch?v=E9v7bJ6cJ3E
98a07da0-6bad-48dc-85c7-1043e98fb8ec,Copy.ai,Copy.ai Tutorial,https://www.youtube.com/watch?v=YwQIPmWjzFQ,api_not_available,https://www.youtube.com/watch?v=YwQIPmWjzFQ
ebfcb885-b386-485d-96e3-6b121261eace,Persado,Persado Overview,https://www.youtube.com/watch?v=XqC6g9Z3y5Q,api_not_available,https://www.youtube.com/watch?v=XqC6g9Z3y5Q
f7c806a6-1272-450a-a237-0dd91cbc0243,Lavender,Lavender Tutorial,https://www.youtube.com/watch?v=4pO4UQ_5-2w,api_not_available,https://www.youtube.com/watch?v=4pO4UQ_5-2w
d8718b87-56d6-418d-b1fc-c19923fed5a5,Notion AI,Summaries,https://www.youtube.com/watch?v=p2y7n3QmM9o,api_not_available,https://www.youtube.com/watch?v=p2y7n3QmM9o
c3babc0b-5fa3-4a5e-9d39-bfd75e29ed23,Jasper,Brand Voice,https://www.youtube.com/watch?v=1h7E4b6yK9w,api_not_available,https://www.youtube.com/watch?v=1h7E4b6yK9w
e08be8ae-aa9c-4058-ac7e-78cbbb38be34,Seventh Sense,Send Time AI,https://www.youtube.com/watch?v=VbKqZpLh8iE,api_not_available,https://www.youtube.com/watch?v=VbKqZpLh8iE
98a07da0-6bad-48dc-85c7-1043e98fb8ec,Copy.ai,Automations,https://www.youtube.com/watch?v=7yVq2m3aBso,api_not_available,https://www.youtube.com/watch?v=7yVq2m3aBso
ebfcb885-b386-485d-96e3-6b121261eace,Persado,Message Optimization,https://www.youtube.com/watch?v=2Xw4H3S7bO0,api_not_available,https://www.youtube.com/watch?v=2Xw4H3S7bO0
f7c806a6-1272-450a-a237-0dd91cbc0243,Lavender,Write Better Emails,https://www.youtube.com/watch?v=8YbIu1iu1RM,api_not_available,https://www.youtube.com/watch?v=8YbIu1iu1RM
c3babc0b-5fa3-4a5e-9d39-bfd75e29ed23,Jasper,Campaigns,https://www.youtube.com/watch?v=2o6p1fHk0i4,api_not_available,https://www.youtube.com/watch?v=2o6p1fHk0i4
d8718b87-56d6-418d-b1fc-c19923fed5a5,Notion AI,Workflows,https://www.youtube.com/watch?v=arw8e7s7xH4,api_not_available,https://www.youtube.com/watch?v=arw8e7s7xH4
e08be8ae-aa9c-4058-ac7e-78cbbb38be34,Seventh Sense,HubSpot Use,https://www.youtube.com/watch?v=0b9i-8Z1s8s,api_not_available,https://www.youtube.com/watch?v=0b9i-8Z1s8s
98a07da0-6bad-48dc-85c7-1043e98fb8ec,Copy.ai,Email Writing,https://www.youtube.com/watch?v=F5M0b8T2cEM,api_not_available,https://www.youtube.com/watch?v=F5M0b8T2cEM
ebfcb885-b386-485d-96e3-6b121261eace,Persado,Case Studies,https://www.youtube.com/watch?v=6m3oXHj9Gm0,api_not_available,https://www.youtube.com/watch?v=6m3oXHj9Gm0
f7c806a6-1272-450a-a237-0dd91cbc0243,Lavender,Personalization,https://www.youtube.com/watch?v=z4P1W8c7S8E,api_not_available,https://www.youtube.com/watch?v=z4P1W8c7S8E
3b79c56a-9daa-4844-bd1d-c14cb2679601,Mem,Mem Tutorial,https://www.youtube.com/watch?v=0-7sJzBv1qg,api_not_available,https://www.youtube.com/watch?v=0-7sJzBv1qg
892d20d3-ce33-4388-896f-70b45f83d194,Otter.ai,Otter Tutorial,https://www.youtube.com/watch?v=1pQ2fkgWJis,api_not_available,https://www.youtube.com/watch?v=1pQ2fkgWJis
5caf75e8-207d-40bf-a259-30e48f435499,Fathom,Fathom Tutorial,https://www.youtube.com/watch?v=J2m4kM0z7V4,api_not_available,https://www.youtube.com/watch?v=J2m4kM0z7V4
9fcb93de-5de3-4c07-8eb9-dfc542f9e109,Copy.ai #11,Copy.ai Tutorial,https://www.youtube.com/watch?v=YwQIPmWjzFQ,api_not_available,https://www.youtube.com/watch?v=YwQIPmWjzFQ
022c8eb7-825b-412f-8bd2-9529cd097751,Jasper #10,Jasper Tutorial,https://www.youtube.com/watch?v=K8K5zS8O9iE,api_not_available,https://www.youtube.com/watch?v=K8K5zS8O9iE
892d20d3-ce33-4388-896f-70b45f83d194,Otter.ai,Meeting Notes,https://www.youtube.com/watch?v=8l6fHG8oG0I,api_not_available,https://www.youtube.com/watch?v=8l6fHG8oG0I
3b79c56a-9daa-4844-bd1d-c14cb2679601,Mem,Recall Feature,https://www.youtube.com/watch?v=7A4l3vGg6H0,api_not_available,https://www.youtube.com/watch?v=7A4l3vGg6H0
c3ad14db-6e6b-4b9f-a9f8-cecf7e7befeb,Lavender #12,Lavender Tutorial,https://www.youtube.com/watch?v=4pO4UQ_5-2w,api_not_available,https://www.youtube.com/watch?v=4pO4UQ_5-2w
5caf75e8-207d-40bf-a259-30e48f435499,Fathom,CRM Sync,https://www.youtube.com/watch?v=H_Ze0Y2p2mE,api_not_available,https://www.youtube.com/watch?v=H_Ze0Y2p2mE
9fcb93de-5de3-4c07-8eb9-dfc542f9e109,Copy.ai #11,Automations,https://www.youtube.com/watch?v=7yVq2m3aBso,api_not_available,https://www.youtube.com/watch?v=7yVq2m3aBso
022c8eb7-825b-412f-8bd2-9529cd097751,Jasper #10,Brand Voice,https://www.youtube.com/watch?v=1h7E4b6yK9w,api_not_available,https://www.youtube.com/watch?v=1h7E4b6yK9w
892d20d3-ce33-4388-896f-70b45f83d194,Otter.ai,Teams,https://www.youtube.com/watch?v=n3dE8kzYQ64,api_not_available,https://www.youtube.com/watch?v=n3dE8kzYQ64
3b79c56a-9daa-4844-bd1d-c14cb2679601,Mem,Productivity Tips,https://www.youtube.com/watch?v=5nS2elwS6R0,api_not_available,https://www.youtube.com/watch?v=5nS2elwS6R0
c3ad14db-6e6b-4b9f-a9f8-cecf7e7befeb,Lavender #12,Write Better Emails,https://www.youtube.com/watch?v=8YbIu1iu1RM,api_not_available,https://www.youtube.com/watch?v=8YbIu1iu1RM
5caf75e8-207d-40bf-a259-30e48f435499,Fathom,Highlights,https://www.youtube.com/watch?v=9-7XlLhQ8Nw,api_not_available,https://www.youtube.com/watch?v=9-7XlLhQ8Nw
9fcb93de-5de3-4c07-8eb9-dfc542f9e109,Copy.ai #11,Email Writing,https://www.youtube.com/watch?v=F5M0b8T2cEM,api_not_available,https://www.youtube.com/watch?v=F5M0b8T2cEM
022c8eb7-825b-412f-8bd2-9529cd097751,Jasper #10,Campaigns,https://www.youtube.com/watch?v=2o6p1fHk0i4,api_not_available,https://www.youtube.com/watch?v=2o6p1fHk0i4
c3ad14db-6e6b-4b9f-a9f8-cecf7e7befeb,Lavender #12,Personalization,https://www.youtube.com/watch?v=z4P1W8c7S8E,api_not_available,https://www.youtube.com/watch?v=z4P1W8c7S8E
36d3334f-88d4-4d2d-a9b6-3a151fb56229,Mem #16,Mem Tutorial,https://www.youtube.com/watch?v=0-7sJzBv1qg,api_not_available,https://www.youtube.com/watch?v=0-7sJzBv1qg
869331a2-ae14-45f6-b90a-c8f04ba3d828,Notion AI #15,Notion AI Tutorial,https://www.youtube.com/watch?v=6Lx4A5y1o-k,api_not_available,https://www.youtube.com/watch?v=6Lx4A5y1o-k
